#	dummy	1	etamax=	1	xmax=	201	ymax=	201	deta=	2e-15	dx=	0.1	dy=	0.1
-1e-15	-10	-10	2.37277e-11	1	0	0	0	0	0	0
-1e-15	-10	-9.9	3.07472e-11	1	0	0	0	0	0	0
-1e-15	-10	-9.8	3.97944e-11	1	0	0	0	0	0	0
-1e-15	-10	-9.7	5.14398e-11	1	0	0	0	0	0	0
-1e-15	-10	-9.6	6.64094e-11	1	0	0	0	0	0	0
-1e-15	-10	-9.5	8.56256e-11	1	0	0	0	0	0	0
-1e-15	-10	-9.4	1.10259e-10	1	0	0	0	0	0	0
-1e-15	-10	-9.3	1.41792e-10	1	0	0	0	0	0	0
-1e-15	-10	-9.2	1.82099e-10	1	0	0	0	0	0	0
-1e-15	-10	-9.1	2.33547e-10	1	0	0	0	0	0	0
-1e-15	-10	-9	2.99118e-10	1	0	0	0	0	0	0
-1e-15	-10	-8.9	3.82563e-10	1	0	0	0	0	0	0
-1e-15	-10	-8.8	4.88591e-10	1	0	0	0	0	0	0
-1e-15	-10	-8.7	6.23106e-10	1	0	0	0	0	0	0
-1e-15	-10	-8.6	7.93491e-10	1	0	0	0	0	0	0
-1e-15	-10	-8.5	1.00896e-09	1	0	0	0	0	0	0
-1e-15	-10	-8.4	1.28101e-09	1	0	0	0	0	0	0
-1e-15	-10	-8.3	1.62392e-09	1	0	0	0	0	0	0
-1e-15	-10	-8.2	2.0554e-09	1	0	0	0	0	0	0
-1e-15	-10	-8.1	2.59743e-09	1	0	0	0	0	0	0
-1e-15	-10	-8	3.2771e-09	1	0	0	0	0	0	0
-1e-15	-10	-7.9	4.12788e-09	1	0	0	0	0	0	0
-1e-15	-10	-7.8	5.1909e-09	1	0	0	0	0	0	0
-1e-15	-10	-7.7	6.51666e-09	1	0	0	0	0	0	0
-1e-15	-10	-7.6	8.16699e-09	1	0	0	0	0	0	0
-1e-15	-10	-7.5	1.02174e-08	1	0	0	0	0	0	0
-1e-15	-10	-7.4	1.276e-08	1	0	0	0	0	0	0
-1e-15	-10	-7.3	1.59065e-08	1	0	0	0	0	0	0
-1e-15	-10	-7.2	1.97927e-08	1	0	0	0	0	0	0
-1e-15	-10	-7.1	2.45823e-08	1	0	0	0	0	0	0
-1e-15	-10	-7	3.04731e-08	1	0	0	0	0	0	0
-1e-15	-10	-6.9	3.77027e-08	1	0	0	0	0	0	0
-1e-15	-10	-6.8	4.65558e-08	1	0	0	0	0	0	0
-1e-15	-10	-6.7	5.73728e-08	1	0	0	0	0	0	0
-1e-15	-10	-6.6	7.05591e-08	1	0	0	0	0	0	0
-1e-15	-10	-6.5	8.65964e-08	1	0	0	0	0	0	0
-1e-15	-10	-6.4	1.06054e-07	1	0	0	0	0	0	0
-1e-15	-10	-6.3	1.29605e-07	1	0	0	0	0	0	0
-1e-15	-10	-6.2	1.58038e-07	1	0	0	0	0	0	0
-1e-15	-10	-6.1	1.92279e-07	1	0	0	0	0	0	0
-1e-15	-10	-6	2.33407e-07	1	0	0	0	0	0	0
-1e-15	-10	-5.9	2.82673e-07	1	0	0	0	0	0	0
-1e-15	-10	-5.8	3.42545e-07	1	0	0	0	0	0	0
-1e-15	-10	-5.7	4.12904e-07	1	0	0	0	0	0	0
-1e-15	-10	-5.6	4.96488e-07	1	0	0	0	0	0	0
-1e-15	-10	-5.5	5.95493e-07	1	0	0	0	0	0	0
-1e-15	-10	-5.4	7.12407e-07	1	0	0	0	0	0	0
-1e-15	-10	-5.3	8.50046e-07	1	0	0	0	0	0	0
-1e-15	-10	-5.2	1.01157e-06	1	0	0	0	0	0	0
-1e-15	-10	-5.1	1.2005e-06	1	0	0	0	0	0	0
-1e-15	-10	-5	1.42077e-06	1	0	0	0	0	0	0
-1e-15	-10	-4.9	1.67667e-06	1	0	0	0	0	0	0
-1e-15	-10	-4.8	1.97295e-06	1	0	0	0	0	0	0
-1e-15	-10	-4.7	2.31473e-06	1	0	0	0	0	0	0
-1e-15	-10	-4.6	2.70757e-06	1	0	0	0	0	0	0
-1e-15	-10	-4.5	3.15737e-06	1	0	0	0	0	0	0
-1e-15	-10	-4.4	3.67043e-06	1	0	0	0	0	0	0
-1e-15	-10	-4.3	4.25332e-06	1	0	0	0	0	0	0
-1e-15	-10	-4.2	4.91288e-06	1	0	0	0	0	0	0
